,file_name,good_exception,audio_recognition
771,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-109.wav,Good,call tech support
772,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-11.wav,Good,3500 Ryan Columbus Republic Bank
773,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-110.wav,Exception,
774,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-111.wav,Good,let us know when her senior center city area
775,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-112.wav,Good,under control however street at South Penn Square and we probably has several thousand in the middle
776,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-113.wav,Good,directions
777,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-114.wav,Exception,
778,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-115.wav,Good,property
779,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-116.wav,Exception,
780,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-117.wav,Good,information about
781,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-118.wav,Exception,
782,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-119.wav,Good,Charlie Charlie
783,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-12.wav,Good,15th and Market
784,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-13.wav,Good,we have to go
785,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-14.wav,Exception,
786,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-15.wav,Exception,
787,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-16.wav,Exception,
788,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-17.wav,Exception,
789,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-18.wav,Good,Southpoint Apartments
790,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-19.wav,Exception,
791,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-20.wav,Good,only one over here.
792,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-21.wav,Good,everything I can work as long as I get some coffee
793,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-22.wav,Good,Paddington we have anything
794,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-23.wav,Exception,
795,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-24.wav,Good,New York
796,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-25.wav,Exception,
797,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-26.wav,Good,give me a call now
798,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-27.wav,Exception,
799,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-28.wav,Good,turn on 277 location
800,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-29.wav,Good,Rockin Jump
801,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-30.wav,Exception,
802,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-31.wav,Good,square square
803,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-32.wav,Good,have them come to the restaurant
804,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-33.wav,Good,printer
805,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-34.wav,Good,location Port Orange
806,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-35.wav,Good,100 South Broadway
807,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-36.wav,Good,okay
808,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-37.wav,Exception,
809,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-38.wav,Exception,
810,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-39.wav,Good,94 Gordon St Pomona East Side
811,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-40.wav,Exception,
812,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-41.wav,Exception,
813,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-42.wav,Good,give me a minute on heroin Jersey on and on
814,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-43.wav,Good,Savannah is Ron here of which Jersey on and green sweatpants
815,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-44.wav,Good,Asia 14th Avenue
816,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-45.wav,Good,corner
817,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-46.wav,Exception,
818,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-47.wav,Good,Down to Georgia
819,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-48.wav,Good,Pakwan Fremont
820,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-49.wav,Good,he's there on the pole in the AT&T Center Flyers
821,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-50.wav,Good,Candy Rain
822,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-51.wav,Good,and a night Mayfair Diner.
823,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-52.wav,Good,Springfield Mall
824,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-53.wav,Exception,
825,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-54.wav,Good,Minecraft war
826,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-55.wav,Good,Ivan personal AI Victoria radio
827,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-56.wav,Exception,
828,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-57.wav,Exception,
829,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-58.wav,Good,breaking yard either a liar
830,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-59.wav,Good,turkey wings
831,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-60.wav,Good,Riverdale
832,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-61.wav,Good,vehicles on Broad Street
833,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-62.wav,Good,we are closed on helmet right now before getting some resistance but I think we we we can muster enough horses to remove most of the crown out
834,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-63.wav,Good,explosion
835,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-64.wav,Good,coming to 15th and Market
836,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-65.wav,Good,Carnival city hall now
837,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-66.wav,Exception,
838,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-67.wav,Exception,
839,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-68.wav,Exception,
840,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-69.wav,Good,TV Guide
841,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-70.wav,Good,Seymour
842,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-71.wav,Good,alarm for the fire department
843,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-72.wav,Exception,
844,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-73.wav,Good,why didn't you see my text
845,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-74.wav,Good,Jennifer Hudson
846,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-75.wav,Exception,
847,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-76.wav,Good,Jersey and green sweatpants
848,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-77.wav,Exception,
849,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-78.wav,Good,1366
850,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-79.wav,Good,do you know what YouTube
851,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-80.wav,Good,washing machine is coming up here to Broad Street
852,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-81.wav,Exception,
853,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-82.wav,Exception,
854,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-83.wav,Exception,
855,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-84.wav,Exception,
856,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-85.wav,Good,Market Akron
857,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-86.wav,Exception,
858,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-87.wav,Good,905 South Street
859,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-88.wav,Exception,
860,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-89.wav,Exception,
861,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-90.wav,Good,can you have a car for free
862,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-91.wav,Good,call Sergio Campos people card for
863,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-92.wav,Good,Cromartie Street
864,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-93.wav,Exception,
865,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-94.wav,Exception,
866,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-95.wav,Exception,
867,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-96.wav,Exception,
868,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-97.wav,Good,where's my taxes
869,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-98.wav,Exception,
870,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_3_-99.wav,Good,Cleveland High School
871,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-01.wav,Good,cardboard Square
872,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-02.wav,Good,Paul George
873,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-03.wav,Exception,
874,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-04.wav,Good,Barney Frank
875,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-05.wav,Good,number one number two
876,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-06.wav,Good,are unicorns in traffic court location location to Frankford and Tyson
877,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-07.wav,Good,no traffic coming through Cottman and erdrick
878,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-08.wav,Good,Johnny lever
879,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-09.wav,Good,suppose we have a pretty good
880,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-10.wav,Good,call 11 to Charlie two
881,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-100.wav,Good,Wells Fargo Walnut
882,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-101.wav,Exception,
883,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-102.wav,Good,call me auntie grandview New York YouTube
884,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-103.wav,Exception,
885,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-104.wav,Exception,
886,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-105.wav,Good,Highway Work summer car
887,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-106.wav,Good,moving down to Catherine Catherine Street Broad and Catherine
888,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-107.wav,Good,are they going to stop at the embassy building wait time
889,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-108.wav,Good,information
890,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-109.wav,Good,are you wanting to see your North End of City Hall on JFK
891,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-11.wav,Exception,
892,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-110.wav,Good,coming from Broad and what do you want them you coming towards City Hall
893,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-111.wav,Good,are lie angle thrown out here
894,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-112.wav,Good,Ronaldo head injury Harper
895,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-113.wav,Good,Remy Charlie 109 15th and Locust Street
896,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-114.wav,Good,my location
897,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-115.wav,Good,August 19th
898,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-116.wav,Good,Westminster Pike Market Street
899,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-117.wav,Good,Xbox in Locust VA ch
900,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-118.wav,Good,mx-11 Xfm
901,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-119.wav,Good,Stephen Root
902,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-12.wav,Good,Hardcore Pawn
903,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-13.wav,Good,Proverbs 14:1 location on 309
904,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-14.wav,Good,Kevin Costner
905,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-15.wav,Good,AC Moore
906,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-16.wav,Good,South Street b63 just making sure you're my window fans have a team or handmade
907,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-17.wav,Exception,
908,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-18.wav,Good,yeah can we get rescue to Broad and Lehigh about elderly male
909,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-19.wav,Good,415
910,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-20.wav,Good,Franklin Pike
911,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-21.wav,Good,I want a Slurpee officers on Frankford then we're going to have a SEPTA bus coming through North from Frankford Terminal 1 Frankfurt when it comes up they can let that bus come through and ate. It's pretty common
912,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-22.wav,Good,Frankford and Cottman
913,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-23.wav,Good,unfriended
914,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-24.wav,Good,state highway 3
915,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-25.wav,Exception,
916,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-26.wav,Good,Highway 3x in Murphy
917,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-27.wav,Good,sandwich makers game 3x
918,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-28.wav,Good,anyone from any one of location for me
919,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-29.wav,Good,square right
920,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-30.wav,Good,cortopassi 94
921,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-31.wav,Good,Stihl 16
922,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-32.wav,Good,fishing decorations
923,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-33.wav,Exception,
924,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-34.wav,Good,90490 Frankford and pricing is clear
925,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-35.wav,Exception,
926,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-36.wav,Good,12 + 1
927,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-37.wav,Good,so I want you to walk up for my location
928,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-38.wav,Exception,
929,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-39.wav,Good,15 blade traffic heavy traffic moderate leaving from over here yet or still here
930,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-40.wav,Exception,
931,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-41.wav,Good,acts 21
932,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-42.wav,Good,do I got to cook lake near for an assault
933,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-43.wav,Exception,
934,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-44.wav,Good,call Derrick Crowther North Broad everything's moving North clear we just making sure a concrete mixer and continue to push North
935,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-45.wav,Good,"everything that you're pushing North is literally walking Northbound up for streetwear, dating back"
936,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-46.wav,Good,chilling on ice
937,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-47.wav,Good,Patrol box truck
938,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-48.wav,Exception,
939,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-49.wav,Good,when you do get your people back on standby in Center City
940,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-50.wav,Good,crazy Genie sanitation or there is in a Caesar
941,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-51.wav,Good,torpor
942,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-52.wav,Good,4
943,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-53.wav,Good,make a call
944,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-54.wav,Exception,
945,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-55.wav,Exception,
946,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-56.wav,Exception,
947,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-57.wav,Good,breaking out windows that 1200
948,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-58.wav,Exception,
949,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-59.wav,Good,3.28
950,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-60.wav,Good,turn on can you make sure that your school uniform locations the window team window van team Jedi Juniper in Waukee
951,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-61.wav,Good,running more than what I have
952,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-62.wav,Good,we're here now but we need more units
953,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-63.wav,Exception,
954,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-64.wav,Good,over there now
955,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-65.wav,Good,34 Martin Avenue
956,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-66.wav,Good,Churchill funeral
957,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-67.wav,Good,all different version
958,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-68.wav,Good,just meet me at 402 Chestnut take that you down here with me
959,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-69.wav,Good,call 11.
960,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-70.wav,Good,Transformer rescue winners 1509 Chestnut Street
961,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-71.wav,Good,Courtney tattoo artist
962,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-72.wav,Good,call when would you love me
963,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-73.wav,Good,100 South Broadway
964,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-74.wav,Good,Lottery offices here and the rest of the other officers
965,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-75.wav,Exception,
966,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-76.wav,Good,Lego trucks to Juniper and Market
967,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-77.wav,Good,4 a.m.
968,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-78.wav,Good,broken window
969,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-79.wav,Good,Grandma walking up now
970,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-80.wav,Exception,
971,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-81.wav,Good,I'm going to head over to the 101 radio
972,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-82.wav,Good,80s rescue people flipping cars
973,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-83.wav,Good,Phoenix driving 160 market number one light blinking
974,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-84.wav,Good,scotus nominees under control or something
975,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-85.wav,Good,African Market
976,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-86.wav,Exception,
977,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-87.wav,Good,airport near here
978,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-88.wav,Good,location of this location
979,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-89.wav,Exception,
980,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-90.wav,Good,trying to knock it over
981,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-91.wav,Good,call Vivian V bar New Orleans
982,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-92.wav,Good,can we call that rescue and see if they're having trouble or anything get into law Nathan 101 please
983,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-93.wav,Good,head injury
984,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-94.wav,Good,Chestnut Pizza
985,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-95.wav,Exception,
986,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-96.wav,Good,at 1:50 market location
987,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-97.wav,Good,15th and Walnut St Market 15th and Walnut
988,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-98.wav,Good,in reference to the Ritz-Carlton incident can you please call the front desk for the incident please call front desk
989,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_4_-99.wav,Good,13th and Berkeley
990,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-01.wav,Good,Vikings coming to meet me on the northeastern 03 home whenever you get this
991,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-02.wav,Good,call Walker on walking behind for westbound
992,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-03.wav,Good,1520 Verona Drive in wagons and start over 1520 Walnut
993,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-04.wav,Exception,
994,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-05.wav,Good,15th and Walnut
995,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-06.wav,Good,1528 Roanoke for Highway
996,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_protestsuperbowl_5_-07.wav,Good,call navient
